Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
-0.0003975614532828,0.0,0.0008508464926853,0.0,-0.0008985410630703,4
0.0,-0.0002855223231017,0.0004709847737103,0.0,-0.0007947312574833,4
-0.0023301465902477,0.0,0.0,0.0,-0.0001366926357149,5
-0.0009983335062861,-0.0019021451612934,0.0,0.0,0.0,5
-0.0035527669871225,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,-0.0036500960960984,5
0.0011428946070373,-0.0053771434677764,0.0,0.0012032552668824,-0.0011137109808623,4
0.0028874858980998,0.0044251138484105,-0.0165316399233415,0.0071155504509806,-0.0026628905162215,4
0.0008733082190156,0.0145092308009043,-0.0070277973078191,-0.0077913936995901,-0.0055469274148345,4
0.0,0.0060587593261152,0.0004104143287986,-0.0114234600355848,-8.501411415635651e-05,4
-8.45420360565008e-05,-0.0022415550146251,0.001756099499762,-0.003108340287581,-0.0015704376250505,4
0.0050950139854103,-0.0071238327957689,0.0015355560928583,-0.0034730736608616,-0.0013680094387382,4
-0.0020070657413452,0.0026567398710176,-0.0025225296895951,-0.00361649494851,0.0,5
-0.0069650477124377,0.0,-0.0054335917439311,0.0030861566471867,0.0,4
-0.0013698271475731,0.0,-0.0062218194268643,-0.0043434215639717,0.000388410910964,5
-0.0126235001860186,0.0025268298760056,0.0,0.0,-0.0018418564554303,5
-0.0165565863950177,0.000836090426892,0.0004649732913821,-0.0011817701207473,0.0024377949349582,3
0.0078565953858196,0.0028942771395668,0.0052809834945947,-0.033928689318709,-0.0026831660419702,4
-0.0110260824719443,-0.014611087613739,-0.0004170750454068,0.0075117118074558,-0.0066484801098704,4
